cgpa,aptitude,communication,internship,training,coding,projects,placed
5.45,3,1,0,1,1,2,1
9.26,0,2,0,1,0,0,1
9.93,3,0,1,1,3,0,1
6.83,0,0,0,1,2,1,1
5.6,1,0,1,1,0,1,0
6.28,3,3,1,1,3,0,1
6.02,1,0,0,1,3,2,1
5.35,1,0,0,1,1,2,0
9.41,3,2,0,0,3,0,1
4.14,3,1,0,1,0,3,1
5.53,2,0,1,1,0,1,0
9.0,0,3,1,1,3,0,1
4.42,3,3,1,1,2,1,1
4.18,1,2,0,1,2,0,0
6.68,0,1,1,0,0,0,0
8.71,0,2,0,1,0,0,1
5.39,3,2,0,0,1,1,1
8.24,0,2,1,0,1,0,1
4.7,2,1,1,1,3,3,1
7.82,3,0,0,1,0,3,1
8.25,0,3,0,1,2,2,1
7.59,2,1,1,1,1,3,1
5.52,2,3,1,0,0,2,1
4.27,3,0,1,1,3,3,1
9.59,2,3,0,0,2,2,1
6.88,0,0,1,1,0,1,0
7.39,1,0,0,0,3,2,1
9.36,1,1,0,0,3,0,1
8.02,3,2,0,1,0,1,1
4.77,3,2,1,1,2,0,1
7.59,3,0,0,1,1,1,1
5.27,3,3,0,1,0,0,1
4.41,1,2,1,0,1,2,1
5.47,3,2,0,1,3,1,1
4.15,2,3,1,1,3,1,1
7.21,1,2,0,0,3,2,1
8.98,2,0,0,1,2,0,1
8.11,0,1,1,0,3,1,1
5.01,3,3,0,1,3,0,1
6.18,1,1,1,0,0,2,1
6.19,3,2,1,1,1,3,1
7.13,1,0,1,1,1,0,1
6.25,2,1,0,1,3,1,1
4.95,1,3,0,1,3,2,1
7.22,1,2,1,1,3,1,1
6.9,1,1,0,1,2,1,1
7.94,2,1,0,1,3,3,1
9.14,0,1,0,0,0,1,1
9.2,1,3,1,1,2,1,1
5.48,2,2,1,1,1,2,1
6.78,3,2,1,0,3,2,1
7.65,3,3,0,0,3,1,1
7.17,3,2,0,0,2,0,1
4.65,0,2,1,0,2,0,0
5.94,1,1,1,1,2,3,1
8.13,1,2,1,0,0,2,1
9.55,3,1,0,0,0,2,1
6.59,2,1,1,0,0,1,1
4.17,2,2,1,1,3,2,1
6.72,1,2,0,1,0,3,1
5.45,2,0,0,1,3,2,1
6.58,2,0,1,0,0,1,1
9.77,0,1,1,0,1,2,1
8.53,1,2,0,0,2,0,1
9.07,2,0,0,1,0,3,1
5.6,0,3,0,0,1,0,0
6.58,1,3,1,1,0,3,1
5.2,3,3,0,1,0,0,1
7.89,1,1,0,1,2,0,1
5.01,3,3,1,1,1,1,1
4.07,0,3,0,0,1,1,0
7.86,3,1,1,0,3,2,1
8.43,0,3,0,1,0,3,1
9.44,0,3,1,1,3,1,1
9.81,3,1,1,1,0,1,1
9.17,1,2,0,0,3,3,1
7.72,0,2,0,1,1,3,1
4.82,3,3,1,1,0,0,1
9.66,0,2,1,0,3,1,1
4.89,2,3,1,1,2,0,1
6.17,1,1,1,1,3,2,1
6.73,3,3,0,1,3,3,1
4.67,1,0,0,1,1,3,0
5.24,1,3,1,0,0,3,1
7.22,2,0,0,0,0,3,1
7.84,0,0,0,0,3,2,1
9.56,3,0,1,1,2,3,1
9.17,1,0,0,0,3,1,1
8.77,0,0,1,1,1,2,1
6.27,0,1,1,1,0,2,1
4.33,0,3,1,0,1,3,1
6.93,3,1,1,0,2,2,1
8.05,3,2,0,1,3,3,1
9.9,3,0,0,1,3,1,1
6.16,1,2,1,1,2,3,1
4.91,3,1,1,0,0,1,1
4.51,0,1,0,0,3,2,0
4.09,2,3,0,1,2,1,1
7.13,1,2,1,0,2,2,1
8.3,2,3,1,0,1,3,1
8.84,2,0,1,1,2,3,1
6.03,1,2,1,1,1,3,1
9.72,0,2,1,1,2,0,1
8.49,3,3,0,1,1,3,1
9.73,2,2,0,1,2,1,1
9.79,1,2,1,0,3,2,1
5.54,3,3,1,1,3,1,1
9.37,2,1,1,0,0,0,1
6.6,0,2,0,1,2,3,1
8.0,1,1,0,0,2,1,1
6.26,0,3,1,0,3,3,1
5.77,1,2,0,0,2,1,1
5.66,3,3,0,0,2,0,1
5.17,1,0,1,0,0,0,0
4.9,1,0,0,0,1,2,0
4.13,0,0,1,0,1,3,0
9.68,0,3,0,0,1,1,1
9.42,0,3,0,1,1,3,1
5.71,0,2,0,1,1,2,1
7.83,0,0,0,0,1,2,1
5.27,3,2,1,0,3,3,1
9.63,1,0,1,1,1,2,1
5.48,3,0,1,0,1,0,1
6.92,2,0,0,0,1,3,1
6.75,0,0,1,0,0,3,1
6.22,0,2,1,1,1,1,1
8.34,3,1,0,0,1,3,1
8.72,1,1,1,0,1,2,1
8.65,3,1,0,1,0,3,1
8.09,3,1,1,0,0,1,1
5.6,2,0,1,1,0,3,1
7.8,1,1,0,1,1,1,1
6.76,0,2,1,0,3,0,1
8.29,2,3,1,0,3,2,1
8.4,2,1,1,0,2,2,1
6.38,3,0,0,1,2,2,1
7.02,2,1,0,1,1,2,1
8.18,0,0,1,0,2,3,1
8.13,3,1,0,0,1,1,1
5.57,2,2,1,0,1,3,1
5.45,2,2,1,1,2,2,1
6.52,3,0,1,0,3,1,1
7.6,3,3,1,1,0,1,1
6.93,0,0,1,1,3,1,1
7.73,3,2,0,0,3,0,1
6.64,0,1,1,1,3,1,1
4.26,0,0,1,1,0,1,0
6.23,1,3,1,1,3,1,1
8.19,2,3,1,0,0,0,1
8.33,2,3,0,1,0,0,1
7.91,1,1,0,0,2,3,1
8.29,3,0,0,1,2,3,1
5.78,3,1,1,0,3,3,1
7.4,3,3,0,0,3,2,1
8.22,0,1,0,1,0,0,1
5.81,2,0,1,1,2,0,1
9.96,1,3,1,0,1,0,1
4.62,3,0,0,1,0,2,0
8.34,0,3,0,1,3,0,1
9.57,0,0,0,0,3,2,1
4.79,1,2,0,1,3,0,1
8.96,2,3,0,1,1,2,1
6.85,3,2,0,0,2,2,1
4.03,2,1,1,0,3,1,1
9.71,3,2,0,1,0,0,1
9.4,2,1,1,1,3,3,1
9.9,2,0,0,0,1,1,1
7.78,3,3,0,0,1,0,1
7.58,0,3,1,0,3,0,1
9.45,1,1,1,0,3,1,1
5.76,2,3,0,0,3,1,1
7.15,1,3,1,1,3,0,1
7.18,0,1,1,1,1,2,1
4.93,2,0,0,0,0,3,0
7.07,3,2,0,0,1,3,1
8.02,0,1,0,1,0,2,1
6.74,3,2,0,0,1,2,1
6.16,3,0,0,0,2,2,1
7.48,3,3,0,1,1,2,1
9.48,3,1,0,0,1,2,1
5.01,1,3,0,1,2,0,1
6.43,0,2,0,0,1,0,0
8.34,3,1,0,1,1,2,1
8.4,2,0,1,0,2,0,1
5.41,3,1,0,0,1,0,1
5.61,3,0,0,0,3,2,1
6.11,2,3,0,1,0,1,1
4.21,0,2,1,0,1,3,0
8.4,2,3,0,0,1,1,1
5.86,1,3,0,1,3,2,1
6.41,2,3,0,0,3,1,1
7.55,1,1,0,1,2,0,1
6.51,3,0,1,1,0,3,1
6.94,3,2,1,0,2,1,1
6.84,1,1,0,0,2,2,1
5.57,2,1,1,1,1,0,1
9.15,0,3,0,1,3,0,1
7.46,3,3,1,0,1,3,1
5.11,1,3,0,0,1,3,1
8.04,0,2,0,0,2,0,1
6.46,3,3,0,1,2,3,1
4.92,2,1,1,1,0,0,0
4.17,0,0,1,0,1,0,0
4.67,0,3,0,0,1,2,0
8.15,1,3,0,0,1,1,1
7.15,1,0,1,0,3,2,1
9.39,2,1,0,1,1,2,1
6.35,3,0,0,1,0,2,1
8.87,3,0,0,0,2,0,1
9.95,3,3,0,1,2,2,1
5.14,2,1,1,0,2,3,1
9.31,1,0,1,0,3,3,1
6.49,3,1,1,0,1,0,1
9.48,0,0,0,0,3,2,1
8.7,3,2,1,0,2,2,1
4.14,1,3,0,1,3,2,1
8.64,2,0,0,1,2,0,1
7.3,3,2,0,0,2,0,1
4.94,1,0,1,1,2,2,1
4.78,3,2,1,0,2,0,1
9.46,3,3,0,0,2,1,1
9.69,1,3,0,1,3,2,1
5.27,0,0,0,0,3,1,0
8.76,1,3,0,0,1,1,1
6.97,1,1,0,0,1,3,1
7.36,0,2,1,1,3,3,1
7.09,2,3,1,0,2,3,1
5.99,0,2,0,1,1,1,1
5.94,2,2,1,0,2,0,1
8.2,0,2,1,0,1,1,1
4.81,2,2,1,0,1,1,1
9.57,1,2,1,0,0,2,1
4.33,1,0,0,1,1,2,0
9.16,0,3,1,0,1,0,1
7.65,2,2,1,0,0,0,1
7.77,0,1,0,1,3,3,1
6.24,1,2,0,1,2,3,1
7.13,2,3,1,0,0,1,1
6.57,3,3,1,1,0,1,1
6.25,1,2,0,0,1,1,1
8.22,2,1,1,0,3,3,1
6.48,3,3,0,0,3,0,1
4.92,0,1,1,0,0,0,0
9.27,1,1,0,1,2,0,1
5.03,2,2,1,0,1,3,1
8.97,0,2,0,0,2,2,1
6.39,2,3,0,0,0,1,1
6.59,2,0,0,0,2,2,1
8.83,3,1,0,0,1,1,1
7.58,2,3,1,0,3,3,1
6.16,2,0,1,0,2,3,1
6.13,3,0,0,1,3,2,1
6.97,0,1,1,1,2,0,1
7.76,0,2,1,0,1,1,1
8.8,1,2,0,1,1,1,1
4.96,2,1,0,0,3,1,1
5.01,2,3,1,1,1,0,1
5.21,0,1,1,1,0,1,0
6.8,0,2,0,1,3,0,1
7.81,2,1,0,1,2,2,1
4.36,3,0,1,1,2,1,1
7.69,0,3,1,1,2,2,1
6.48,2,1,0,0,0,0,0
7.81,2,0,0,1,0,0,1
8.62,0,2,0,0,2,3,1
9.04,2,0,0,1,1,2,1
4.67,0,0,1,0,3,1,0
7.26,3,1,0,0,3,0,1
7.8,2,0,1,1,0,1,1
9.84,2,1,1,0,2,1,1
9.88,3,1,1,1,3,1,1
5.97,0,0,0,1,0,0,0
9.19,3,0,1,0,3,3,1
9.6,3,3,0,0,0,3,1
8.91,3,0,0,1,3,0,1
7.64,2,1,1,1,1,1,1
7.24,0,0,0,0,2,0,0
7.7,0,1,0,1,1,3,1
8.98,1,2,0,1,0,1,1
6.89,3,1,1,0,2,1,1
5.98,3,3,0,0,0,2,1
4.05,1,3,1,1,0,0,0
7.22,2,0,1,1,1,3,1
4.22,0,1,1,1,3,3,1
8.47,3,1,1,1,2,3,1
5.25,1,2,1,1,3,1,1
5.66,1,3,1,0,3,3,1
5.52,1,1,0,1,1,1,0
6.97,2,1,1,1,1,0,1
8.44,1,0,1,0,2,2,1
4.96,0,1,0,1,1,0,0
9.46,3,3,0,1,0,2,1
4.74,0,0,0,0,3,2,0
9.37,2,0,0,1,1,2,1
9.03,0,3,1,1,2,2,1
8.06,2,0,0,0,2,0,1
4.37,3,2,0,0,2,1,1
9.49,2,0,0,1,0,0,1
9.85,3,2,1,1,0,0,1
5.15,3,0,0,1,2,3,1
5.57,2,3,0,0,2,2,1
8.26,1,1,1,0,0,0,1
7.16,0,2,0,0,2,3,1
4.0,0,3,0,1,3,2,1
9.32,1,1,1,1,2,1,1
5.04,1,2,1,1,1,2,1
6.53,1,2,0,1,0,0,0
8.9,3,2,1,1,1,2,1
7.8,2,2,0,1,2,2,1
7.02,1,3,0,0,2,2,1
6.94,2,2,1,0,3,1,1
9.67,2,0,1,0,2,3,1
4.56,1,2,1,1,2,0,1
9.09,3,2,1,0,0,2,1
7.78,1,0,1,1,0,0,1
5.08,3,0,0,0,2,2,1
9.93,1,1,1,0,0,2,1
4.06,1,2,1,1,3,2,1
8.55,2,1,1,1,1,2,1
5.25,2,3,0,0,0,0,0
9.31,2,2,0,0,3,3,1
7.56,2,2,1,1,3,0,1
7.47,0,1,1,0,0,1,1
5.21,0,2,1,0,3,0,1
5.29,1,2,1,0,1,0,0
9.34,0,2,1,1,0,3,1
5.57,3,1,0,0,0,3,1
8.18,0,1,1,1,2,3,1
7.75,2,0,1,0,1,0,1
5.47,1,2,0,1,1,2,1
6.39,2,2,1,0,0,3,1
8.24,3,0,1,1,0,0,1
6.75,3,0,1,0,2,3,1
6.33,2,0,0,1,2,1,1
8.23,1,1,1,1,1,1,1
4.4,1,1,1,1,2,2,1
4.68,2,2,0,1,1,3,1
5.19,0,1,1,1,0,3,0
7.54,2,3,0,0,0,3,1
8.58,3,1,1,0,1,3,1
6.19,0,0,1,1,2,3,1
5.19,2,1,1,1,1,2,1
8.2,2,2,0,1,3,0,1
5.05,1,1,0,1,3,2,1
6.95,0,1,0,0,1,2,1
4.01,3,0,0,0,0,3,0
8.04,1,1,1,1,1,3,1
8.64,3,1,0,1,0,3,1
6.3,3,0,1,1,1,3,1
6.41,0,3,0,0,0,1,0
4.8,2,1,1,1,1,2,1
5.84,1,0,1,0,0,1,0
4.59,3,2,1,1,2,0,1
7.19,0,0,0,0,1,1,0
5.12,1,3,1,1,1,3,1
5.93,2,1,1,1,1,3,1
8.09,1,3,0,1,2,0,1
9.59,0,1,1,1,3,1,1
7.3,0,3,0,0,3,1,1
5.13,0,1,1,1,3,3,1
9.72,1,0,1,0,1,0,1
4.86,1,3,1,0,3,0,1
6.49,1,2,0,1,0,2,1
6.12,3,3,0,1,1,0,1
9.23,3,3,0,0,1,0,1
8.42,2,3,0,0,1,3,1
8.68,3,3,1,1,2,1,1
5.34,2,2,0,0,3,2,1
4.52,1,0,1,0,1,3,0
4.27,3,0,1,1,0,1,0
4.66,1,3,1,1,2,1,1
9.09,2,0,1,1,3,0,1
4.38,1,1,0,0,3,1,0
6.33,1,2,1,0,1,0,1
4.53,0,1,1,0,3,0,0
7.42,0,1,1,0,0,1,1
9.87,0,1,0,0,0,3,1
9.29,0,0,1,1,1,2,1
8.84,2,3,1,0,1,3,1
7.56,1,1,0,0,2,1,1
4.13,2,3,1,0,1,2,1
5.22,2,0,0,0,2,1,0
4.37,3,0,0,1,0,3,1
5.85,1,3,1,0,3,0,1
6.41,0,1,1,0,1,3,1
4.97,3,1,1,1,0,3,1
6.77,3,0,1,0,1,3,1
7.26,3,3,0,0,1,3,1
8.77,1,0,1,0,1,3,1
7.12,1,0,0,1,0,3,1
7.86,3,0,1,0,2,3,1
8.86,3,1,0,0,3,1,1
6.03,1,3,1,1,0,3,1
9.32,1,1,1,0,3,2,1
8.37,3,3,0,0,3,1,1
4.01,1,2,0,0,3,1,0
6.4,3,2,1,0,1,1,1
9.8,2,3,1,0,2,0,1
9.73,0,2,1,0,1,1,1
8.37,2,0,0,1,3,0,1
7.5,3,2,1,0,1,2,1
9.63,3,0,1,1,3,1,1
8.68,2,2,0,1,0,0,1
6.62,1,3,1,1,0,3,1
9.36,0,3,0,0,3,3,1
4.45,2,3,1,1,3,0,1
7.55,3,0,0,1,0,3,1
7.52,1,0,1,0,2,0,1
6.98,3,1,0,1,2,0,1
9.39,1,2,1,0,3,3,1
8.86,2,1,1,1,2,3,1
7.42,2,2,0,1,3,1,1
6.79,1,2,1,1,3,2,1
4.23,2,0,0,1,3,3,1
7.35,1,3,1,1,2,0,1
7.72,0,2,0,1,2,3,1
7.79,1,2,0,1,2,2,1
4.64,1,2,0,1,3,1,1
4.77,0,0,0,0,2,2,0
4.74,1,3,0,1,3,0,1
4.12,1,3,1,1,1,1,1
8.9,3,2,1,0,2,1,1
6.91,2,2,0,1,2,0,1
5.51,0,1,0,0,3,1,1
5.84,0,3,1,0,0,1,1
4.31,2,2,0,0,3,1,1
7.82,0,2,1,0,3,1,1
4.84,3,0,0,1,3,2,1
9.63,3,2,1,1,3,0,1
5.25,0,1,1,1,0,3,1
4.51,2,1,1,1,3,2,1
7.02,2,1,1,0,0,0,1
9.72,3,1,0,0,0,3,1
5.35,2,0,0,0,1,1,0
4.15,3,1,1,1,3,0,1
5.7,0,1,1,1,3,0,1
5.47,1,2,0,0,3,1,1
5.63,3,2,1,0,2,1,1
9.13,0,0,1,0,0,2,1
8.01,2,1,1,0,2,1,1
5.97,0,1,1,1,2,2,1
4.6,0,0,1,0,1,1,0
5.51,3,2,0,0,3,1,1
8.9,3,2,0,0,3,1,1
9.23,1,3,0,0,3,1,1
9.66,0,1,1,1,1,3,1
4.74,0,2,1,1,1,2,1
6.6,1,1,0,0,2,1,1
8.89,2,2,0,0,0,0,1
5.77,3,3,1,1,2,0,1
5.51,2,0,1,0,2,3,1
8.17,1,0,0,0,1,1,1
9.32,1,3,0,1,0,1,1
6.71,2,3,0,1,0,1,1
9.22,1,1,1,1,0,1,1
6.36,3,0,0,0,1,1,1
7.78,2,3,1,0,3,1,1
7.45,3,3,1,0,3,2,1
7.81,3,2,0,0,0,0,1
9.34,2,2,0,0,3,2,1
7.88,1,0,0,1,1,2,1
5.86,0,0,0,1,3,0,0
7.12,2,0,1,1,1,3,1
4.26,1,3,0,0,2,3,1
6.03,2,0,0,0,0,2,0
8.73,1,2,1,0,1,0,1
4.54,1,1,1,1,2,0,0
7.3,1,3,1,0,3,3,1
6.27,1,2,0,1,3,1,1
8.8,3,2,1,0,2,1,1
7.24,1,0,0,0,3,3,1
9.01,1,3,1,1,0,1,1
4.66,0,3,0,0,2,3,1
4.51,1,1,0,0,2,1,0
8.08,2,2,1,1,1,2,1
9.18,3,3,0,0,3,0,1
9.6,1,2,1,0,0,2,1
9.27,0,0,0,0,2,3,1
4.93,0,0,0,0,3,1,0
8.94,2,1,0,0,0,0,1
9.01,3,0,0,1,1,0,1
9.28,0,2,1,1,0,2,1
4.32,3,1,1,1,0,3,1
6.57,1,2,1,0,2,0,1
9.11,3,0,1,1,1,3,1
4.84,0,2,1,0,1,1,0
9.18,1,1,0,0,3,1,1
6.28,2,2,0,1,1,2,1
5.68,1,2,1,1,2,2,1
8.01,3,0,1,1,3,0,1
9.8,3,2,0,1,2,3,1
6.06,3,1,0,1,0,3,1
9.11,0,3,0,0,0,1,1
6.96,3,3,1,0,3,3,1
9.01,3,0,0,0,1,2,1
4.32,2,3,1,1,2,0,1
8.59,0,1,1,1,1,2,1
6.1,2,2,0,1,2,0,1
8.38,1,2,0,1,1,2,1
5.12,2,0,0,0,0,1,0
8.63,3,0,0,0,3,3,1
8.23,1,1,1,0,2,0,1
8.36,1,1,0,0,1,0,1
5.74,0,1,0,1,3,1,1
5.0,1,2,1,0,2,0,1
8.77,1,3,0,1,2,2,1
9.6,3,0,0,0,0,0,1
4.02,1,0,0,0,0,2,0
8.25,1,3,0,1,1,2,1
7.82,2,2,0,1,1,3,1
8.54,3,1,0,1,1,2,1
4.49,3,1,1,0,1,0,0
9.2,2,3,0,1,0,3,1
4.74,3,0,1,0,2,2,1
5.18,3,0,0,1,3,2,1
8.08,3,3,1,0,0,3,1
8.93,0,3,1,1,2,2,1
7.26,3,0,0,0,1,2,1
9.66,0,1,0,0,1,1,1
8.26,3,1,0,0,2,3,1
5.63,2,1,1,0,2,3,1
8.8,0,2,0,0,2,0,1
5.83,2,2,1,1,2,1,1
9.22,3,0,1,0,3,2,1
8.92,2,3,0,1,2,3,1
9.28,3,0,0,1,2,1,1
8.74,1,3,1,0,1,0,1
6.2,3,0,1,0,2,3,1
6.69,3,3,0,0,2,1,1
9.7,3,3,1,0,1,2,1
7.59,1,3,1,0,2,3,1
6.38,3,0,1,1,2,2,1
9.01,2,0,1,0,1,3,1
8.3,1,1,0,0,0,0,1
6.24,0,3,1,0,0,3,1
8.5,2,0,0,1,0,3,1
6.91,0,2,0,1,0,0,0
4.75,3,0,0,0,0,0,0
7.11,3,3,1,1,1,0,1
7.2,0,2,0,0,1,1,1
5.27,3,3,1,0,2,2,1
6.13,1,0,0,0,1,0,0
8.74,3,0,0,0,1,0,1
9.41,0,2,1,0,2,2,1
9.44,1,2,0,1,3,0,1
7.29,2,2,0,1,2,2,1
8.59,3,0,0,0,1,3,1
6.82,1,3,0,1,0,0,1
9.45,3,3,0,1,3,2,1
4.29,2,0,1,1,1,0,0
4.59,1,3,1,0,1,2,1
5.67,3,3,0,0,2,2,1
5.01,1,1,0,1,1,3,1
5.33,1,1,0,0,0,1,0
4.59,0,0,1,0,2,3,0
9.82,2,2,0,0,1,1,1
8.16,3,0,1,0,3,1,1
5.7,2,3,1,0,0,3,1
8.26,1,0,1,0,2,2,1
4.5,0,3,1,0,1,0,0
6.65,3,2,1,1,1,3,1
7.65,1,2,0,0,1,2,1
6.66,3,1,0,1,3,3,1
8.1,2,2,0,0,2,0,1
9.33,1,3,1,1,3,2,1
5.09,2,3,1,1,2,3,1
6.68,3,2,1,1,1,3,1
5.53,1,0,0,1,0,1,0
6.1,2,0,0,0,0,2,0
9.83,1,0,1,0,0,3,1
7.88,1,0,0,0,3,3,1
5.18,1,1,0,1,2,0,0
6.97,2,0,0,1,1,1,1
9.99,2,1,0,0,3,3,1
4.22,2,1,0,0,3,0,0
5.72,0,2,0,0,1,0,0
5.3,2,1,1,0,1,3,1
9.61,3,2,0,0,0,3,1
8.86,2,2,1,1,0,3,1
5.87,2,1,0,0,3,0,1
4.36,3,3,1,1,3,1,1
5.32,0,3,0,1,1,1,1
4.75,1,0,0,0,1,3,0
5.83,0,0,0,0,0,2,0
7.63,3,2,0,0,1,2,1
5.21,0,1,0,1,1,2,0
8.3,2,3,1,1,2,1,1
9.94,1,3,0,1,1,3,1
6.35,0,0,0,1,1,2,0
5.67,3,3,0,0,0,3,1
6.66,0,3,1,1,2,3,1
4.48,3,3,1,0,1,3,1
8.79,0,1,1,0,2,2,1
6.06,1,3,0,0,0,1,1
8.12,3,1,0,1,0,3,1
8.18,0,0,0,1,1,3,1
4.15,2,1,1,0,0,2,0
8.99,3,3,1,0,3,2,1
7.21,2,3,0,1,0,1,1
9.63,1,2,0,0,1,2,1
6.33,0,2,0,0,0,2,0
4.05,1,0,0,0,2,1,0
6.94,1,2,0,1,0,2,1
5.98,1,2,1,1,0,3,1
7.56,3,1,0,1,1,0,1
8.63,2,2,1,1,1,1,1
8.63,1,3,1,0,2,3,1
8.37,0,1,0,1,1,0,1
9.89,2,2,1,0,3,0,1
8.11,3,2,1,1,0,3,1
8.56,3,3,0,0,2,0,1
4.81,2,0,0,1,3,0,1
8.2,3,0,1,0,1,3,1
4.05,1,3,1,0,2,3,1
5.01,2,3,0,0,1,0,1
6.74,3,1,1,0,2,1,1
9.71,3,3,0,1,0,1,1
7.67,1,3,0,0,2,1,1
7.71,1,0,1,1,1,3,1
5.75,2,3,1,0,0,1,1
8.49,2,2,1,1,0,2,1
9.35,1,2,0,1,1,1,1
6.66,3,3,1,0,0,2,1
8.53,2,0,1,0,2,3,1
5.96,1,1,0,1,1,0,0
7.51,0,1,0,1,2,0,1
8.79,2,1,0,0,3,1,1
5.41,3,2,1,0,1,2,1
9.71,0,3,1,0,3,2,1
7.52,3,2,1,0,2,3,1
8.97,0,3,0,0,0,2,1
6.68,3,0,1,0,1,3,1
6.72,1,3,0,1,0,3,1
4.45,3,3,1,0,3,2,1
5.3,2,0,0,0,2,2,1
8.77,2,0,0,1,3,3,1
9.22,3,1,0,0,0,1,1
4.05,2,3,0,0,0,0,0
6.72,2,1,0,0,0,0,0
4.1,2,2,0,1,0,1,0
6.84,1,3,0,0,2,3,1
7.82,2,0,0,1,3,1,1
4.12,0,1,1,0,3,1,0
5.81,2,1,0,0,0,0,0
7.04,3,1,0,1,1,2,1
6.11,3,2,0,1,0,2,1
8.01,0,3,0,0,3,1,1
8.88,2,1,1,0,2,0,1
9.71,2,1,1,0,2,3,1
5.9,2,2,0,0,2,0,1
9.74,0,3,1,0,1,1,1
6.29,0,3,1,1,2,2,1
7.48,0,2,1,0,0,3,1
7.45,0,0,1,0,3,1,1
9.6,3,0,0,1,2,1,1
6.55,1,3,1,0,3,1,1
6.95,2,3,1,1,2,3,1
7.28,0,1,1,0,1,0,1
9.62,0,1,1,1,2,1,1
6.63,2,0,0,1,3,0,1
8.46,1,1,1,0,1,3,1
6.52,3,0,0,1,1,1,1
5.48,3,1,1,1,3,2,1
6.37,3,0,1,0,2,1,1
7.65,0,2,1,0,3,1,1
7.9,0,0,1,0,0,1,1
9.13,2,2,1,1,3,1,1
9.86,1,1,0,0,2,3,1
9.49,1,3,0,1,3,3,1
5.55,0,1,1,1,0,2,0
9.2,1,1,1,1,2,0,1
5.19,1,0,0,1,3,0,0
9.16,2,2,1,0,2,2,1
4.94,0,2,1,1,1,0,0
5.23,1,0,1,0,1,1,0
6.43,0,2,0,1,3,3,1
9.55,2,1,0,0,3,0,1
5.16,2,3,1,0,3,1,1
8.88,1,0,1,0,2,1,1
4.29,0,2,0,1,0,0,0
8.64,0,1,1,1,1,2,1
9.13,1,3,1,1,1,1,1
5.7,0,1,0,1,2,2,1
7.71,2,3,0,1,3,2,1
6.1,1,1,0,1,2,3,1
6.93,0,3,1,0,0,3,1
7.08,0,3,0,0,1,3,1
9.51,1,3,0,1,3,3,1
6.8,3,2,1,0,2,1,1
6.39,2,3,1,1,1,0,1
5.48,3,0,1,1,2,2,1
6.85,1,3,0,0,2,3,1
7.95,3,3,0,0,0,2,1
7.96,2,2,0,1,3,1,1
4.32,2,3,0,1,2,3,1
7.85,2,0,1,0,2,3,1
9.45,0,0,0,0,3,2,1
8.83,2,1,0,1,0,1,1
4.59,0,1,1,0,1,2,0
7.18,1,1,0,1,0,3,1
9.65,3,2,1,0,2,2,1
7.41,3,0,1,0,2,2,1
9.36,3,3,1,0,1,2,1
4.26,2,3,1,0,2,0,1
7.17,0,1,0,1,1,3,1
5.54,1,0,0,0,2,1,0
6.89,2,1,1,0,0,0,1
9.21,3,1,0,0,1,0,1
9.14,3,0,1,0,3,3,1
6.71,1,0,1,1,2,3,1
6.89,0,0,0,1,2,2,1
9.93,0,1,1,1,0,0,1
7.93,0,2,1,1,3,3,1
4.38,2,0,1,0,3,2,1
6.14,3,1,1,1,1,2,1
6.59,0,1,1,0,2,3,1
6.06,0,2,0,1,3,0,1
9.95,3,0,1,0,2,2,1
4.56,0,3,1,1,3,1,1
6.87,0,1,1,1,1,0,1
8.44,3,3,0,1,3,0,1
7.14,0,0,1,1,1,3,1
5.88,3,1,1,1,2,0,1
6.95,0,1,1,1,3,0,1
5.96,1,0,0,1,1,2,1
9.75,1,3,0,1,0,2,1
9.87,2,0,0,0,2,0,1
6.33,1,1,0,1,3,0,1
8.58,3,2,1,0,1,3,1
7.5,2,0,1,1,1,0,1
9.27,0,3,0,0,2,1,1
4.99,3,3,0,1,2,1,1
6.48,1,0,0,0,1,2,1
5.39,1,0,0,0,0,2,0
8.95,0,0,1,0,0,1,1
5.45,2,0,1,0,0,0,0
5.84,3,0,1,1,1,1,1
9.03,2,0,1,0,1,3,1
6.08,3,1,1,1,2,1,1
9.85,0,3,0,1,3,0,1
7.28,3,0,1,1,0,0,1
9.97,3,0,0,1,3,2,1
4.11,2,2,1,1,0,3,1
5.84,1,3,1,1,1,3,1
8.89,1,0,1,1,2,3,1
6.61,0,3,1,0,3,2,1
7.54,2,3,0,1,1,0,1
7.4,0,2,1,0,2,0,1
4.63,2,1,0,0,3,0,0
6.1,3,0,1,1,1,3,1
7.52,3,1,1,1,1,3,1
7.01,1,2,0,0,3,0,1
5.57,2,2,1,1,3,2,1
4.14,3,2,0,0,0,1,0
9.62,0,2,1,1,1,3,1
8.29,0,2,1,0,1,0,1
4.05,1,2,0,1,0,3,0
8.33,1,0,0,0,0,0,1
4.15,3,1,1,1,1,3,1
9.83,2,0,0,0,3,2,1
7.29,0,0,0,1,1,0,0
7.1,2,2,1,0,0,0,1
9.07,2,0,1,1,1,0,1
7.08,1,3,0,1,3,0,1
4.84,3,0,0,0,1,1,0
4.32,0,3,1,1,1,3,1
9.16,2,3,1,1,1,2,1
7.31,0,0,0,1,2,1,1
6.2,2,0,1,1,0,2,1
7.25,2,0,0,1,2,0,1
8.11,2,3,1,1,3,2,1
8.81,3,0,1,0,2,2,1
7.77,3,0,0,1,3,3,1
9.07,0,3,0,0,3,1,1
8.94,2,1,1,1,2,0,1
8.63,1,2,1,1,0,3,1
